AISHE code,College Name,State,District,web url,Year of established,Location Type(Rural/Urban),Institute Type,NAAC Grade,Accreditation,NIRF Rank,Address,Email,Phone,Description,Logo URL,Status,Verification Notes / Sources
C-25054,K.Ramakrishnan College of Technology,Tamil Nadu,Tiruchirappalli,www.krct.ac.in,2010,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"K.Ramakrishnan College of Technology, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"K.Ramakrishnan College of Technology is a technical education institution located in Tiruchirappalli District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.krct.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-9528,K.S.Rangasamy College of Arts and Science (Autonomous),Tamil Nadu,Namakkal,www.ksrcas.edu,1995,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Periyar University,NULL,"K.S.Rangasamy College of Arts and Science (Autonomous), Namakkal District, Tamil Nadu",NULL,NULL,"K.S.Rangasamy College of Arts and Science (Autonomous) is an undergraduate and postgraduate higher education institution located in Namakkal District, Tamil Nadu, affiliated with Periyar University.",NULL,active,Official College Portal (www.ksrcas.edu); Periyar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-39247,K.S.Rangasamy College of Technology,Tamil Nadu,Namakkal,www.ksrct.ac.in,1994,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"K.S.Rangasamy College of Technology, Namakkal District, Tamil Nadu",NULL,NULL,"K.S.Rangasamy College of Technology is a technical education institution located in Namakkal District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.ksrct.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-35814,"Kunthavai Naacchiyaar Government Arts College for Women (Autonomous), Thanjavur",Tamil Nadu,Thanjavur,www.kngac.ac.in,1966,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathidasan University,NULL,"Kunthavai Naacchiyaar Government Arts College for Women (Autonomous), Thanjavur, Thanjavur District, Tamil Nadu",NULL,NULL,"Kunthavai Naacchiyaar Government Arts College for Women (Autonomous), Thanjavur is an undergraduate and postgraduate higher education institution located in Thanjavur District, Tamil Nadu, affiliated with Bharathidasan University.",NULL,active,Official College Portal (www.kngac.ac.in); Bharathidasan University Affiliated Colleges Directory; UGC List of Approved Colleges
C-36578,LADY DOAK COLLEGE,Tamil Nadu,Madurai,www.ladydoakcollege.edu.in,1948,Urban,Arts and Science College,A+,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,"Rank 89 (Colleges, NIRF 2024)","LADY DOAK COLLEGE, Madurai District, Tamil Nadu",principal@ldc.edu.in,0452-2530527,"LADY DOAK COLLEGE is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",https://www.ladydoakcollege.edu.in/,active,Official College Portal (www.ladydoakcollege.edu.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges; Official Lady Doak College Portal (ladydoakcollege.edu.in); MoE NIRF 2024; NAAC Accredited
C-44006,LOYOLA COLLEGE,Tamil Nadu,Chennai,www.loyolacollege.edu,1925,Urban,College,A++,"NAAC Accredited (Cycle-4 A++ Grade, CGPA 3.55); UGC Autonomous; Affiliated with University of Madras","Rank 8 (Colleges, NIRF 2024)","Loyola College, Sterling Road, Nungambakkam, Chennai - 600 034, Tamil Nadu",principal@loyolacollege.edu,044-28178200,"Loyola College is an autonomous Catholic minority higher education institution founded in 1925 by the Society of Jesus (Jesuits) in Chennai, offering undergraduate and postgraduate education.",https://www.loyolacollege.edu/images/loyola_logo.png,active,Official Loyola College Portal (loyolacollege.edu); MoE NIRF 2024 (nirfindia.org); NAAC Directory
C-43965,MADRAS CHRISTIAN COLLEGE,Tamil Nadu,Chengalpattu,www.mcc.edu.in,1863,Urban,College,A++,"NAAC Accredited (Cycle-4 A++ Grade, CGPA 3.56); UGC Autonomous; Affiliated with University of Madras","Rank 14 (Colleges, NIRF 2024)","Madras Christian College, Tambaram East, Chennai / Chengalpattu - 600 059, Tamil Nadu",principal@mcc.edu.in,044-22390675,"Madras Christian College (MCC) is a premier liberal arts and sciences autonomous institution founded in 1837 in Tambaram, renowned for academic heritage and residential campus education.",https://mcc.edu.in/images/logo.png,active,Official MCC Portal (mcc.edu.in); MoE NIRF 2024 (nirfindia.org); NAAC Directory
C-43964,MADRAS SCHOOL OF SOCIAL WORK,Tamil Nadu,Chennai,www.mssw.in,1952,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"MADRAS SCHOOL OF SOCIAL WORK, Chennai District, Tamil Nadu",NULL,NULL,"MADRAS SCHOOL OF SOCIAL WORK is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.mssw.in); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-36540,MADURA COLLEGE,Tamil Nadu,Madurai,www.maduracollege.edu.in,1889,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"MADURA COLLEGE, Madurai District, Tamil Nadu",NULL,NULL,"MADURA COLLEGE is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.maduracollege.edu.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-36582,MADURAI INSTITUTE OF SOCIAL SCIENCE COLLEGE,Tamil Nadu,Madurai,www.misscollege.edu.in,1969,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"MADURAI INSTITUTE OF SOCIAL SCIENCE COLLEGE, Madurai District, Tamil Nadu",NULL,NULL,"MADURAI INSTITUTE OF SOCIAL SCIENCE COLLEGE is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.misscollege.edu.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-9562,MAHENDRA  ARTS &amp; SCIENCE COLLEGE (AUTONOMOUS),Tamil Nadu,Namakkal,www.mahendraarts.org,1999,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Periyar University,NULL,"MAHENDRA  ARTS &amp; SCIENCE COLLEGE (AUTONOMOUS), Namakkal District, Tamil Nadu",NULL,NULL,"MAHENDRA  ARTS &amp; SCIENCE COLLEGE (AUTONOMOUS) is an undergraduate and postgraduate higher education institution located in Namakkal District, Tamil Nadu, affiliated with Periyar University.",NULL,active,Official College Portal (www.mahendraarts.org); Periyar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-37054,Mahendra Engineering College,Tamil Nadu,Namakkal,www.mahendra.info,1995,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Mahendra Engineering College, Namakkal District, Tamil Nadu",NULL,NULL,"Mahendra Engineering College is a technical education institution located in Namakkal District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mahendra.info); Anna University Affiliated Colleges Directory; AICTE Portal
C-37004,Mahendra Institute of Technology,Tamil Nadu,Namakkal,www.mahendratech.org,2007,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Mahendra Institute of Technology, Namakkal District, Tamil Nadu",NULL,NULL,"Mahendra Institute of Technology is a technical education institution located in Namakkal District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mahendratech.org); Anna University Affiliated Colleges Directory; AICTE Portal
C-36537,MANNAR THIRUMALAI NAICKER COLLEGE,Tamil Nadu,Madurai,www.mannarcollege.ac.in,1974,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"MANNAR THIRUMALAI NAICKER COLLEGE, Madurai District, Tamil Nadu",NULL,NULL,"MANNAR THIRUMALAI NAICKER COLLEGE is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.mannarcollege.ac.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-36362,"Marudhar Kesari Jain College for Women (Autonomous), Vaniyambadi",Tamil Nadu,Tirupathur,www.mkjc.in,1994,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Thiruvalluvar University,NULL,"Marudhar Kesari Jain College for Women (Autonomous), Vaniyambadi, Tirupathur District, Tamil Nadu",NULL,NULL,"Marudhar Kesari Jain College for Women (Autonomous), Vaniyambadi is an undergraduate and postgraduate higher education institution located in Tirupathur District, Tamil Nadu, affiliated with Thiruvalluvar University.",NULL,active,Official College Portal (www.mkjc.in); Thiruvalluvar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-43988,MEENAKSHI COLLEGE FOR WOMEN,Tamil Nadu,Chennai,www.meenakshicollege.com,1975,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"MEENAKSHI COLLEGE FOR WOMEN, Chennai District, Tamil Nadu",NULL,NULL,"MEENAKSHI COLLEGE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.meenakshicollege.com); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-27058,Mepco Schlenk Engineering College,Tamil Nadu,Virudhunagar,http://www.mepcoeng.ac.in,1984,Rural,Engineering College,A,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai","Rank-band 101-150 (Engineering, NIRF 2024)","Mepco Schlenk Engineering College, Virudhunagar District, Tamil Nadu",mepcoeng@mepcoeng.ac.in,04562-235000,"Mepco Schlenk Engineering College is a technical education institution located in Virudhunagar District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",https://www.mepcoeng.ac.in/,active,Official Institution Website (http://www.mepcoeng.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal; Official Mepco Schlenk Portal (mepcoeng.ac.in); MoE NIRF 2024; NAAC Accredited
C-14796,"Meston College of Education,  (Autonomous)",Tamil Nadu,Chennai,www.mestoncollege.edu.in,1937,Urban,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Meston College of Education,  (Autonomous), Chennai District, Tamil Nadu",NULL,NULL,"Meston College of Education,  (Autonomous) is a teacher education institution located in Chennai District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.mestoncollege.edu.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-45291,"M.KUMARASAMY COLLEGE OF ENGINEERING, KARUR",Tamil Nadu,Karur,www.mkce.ac.in,2000,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"M.KUMARASAMY COLLEGE OF ENGINEERING, KARUR, Karur District, Tamil Nadu",NULL,NULL,"M.KUMARASAMY COLLEGE OF ENGINEERING, KARUR is a technical education institution located in Karur District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mkce.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-43917,MOP VAISHNAV COLLEGE FOR WOMEN,Tamil Nadu,Chennai,www.mopvc.edu.in,1992,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"MOP VAISHNAV COLLEGE FOR WOMEN, Chennai District, Tamil Nadu",NULL,NULL,"MOP VAISHNAV COLLEGE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.mopvc.edu.in); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-9490,Muthayammal College of Arts &amp; Science,Tamil Nadu,Namakkal,www.muthayammal.in,1994,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Periyar University,NULL,"Muthayammal College of Arts &amp; Science, Namakkal District, Tamil Nadu",NULL,NULL,"Muthayammal College of Arts &amp; Science is an undergraduate and postgraduate higher education institution located in Namakkal District, Tamil Nadu, affiliated with Periyar University.",NULL,active,Official College Portal (www.muthayammal.in); Periyar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-36954,Muthayammal Engineering College,Tamil Nadu,Namakkal,www.mec.edu.in,2000,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Muthayammal Engineering College, Namakkal District, Tamil Nadu",NULL,NULL,"Muthayammal Engineering College is a technical education institution located in Namakkal District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mec.edu.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-36425,"Muthurangam Govt.Arts College (autonomous),Vellore",Tamil Nadu,Vellore,mgacvlr.edu.in,1965,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Thiruvalluvar University,NULL,"Muthurangam Govt.Arts College (autonomous),Vellore, Vellore District, Tamil Nadu",NULL,NULL,"Muthurangam Govt.Arts College (autonomous),Vellore is an undergraduate and postgraduate higher education institution located in Vellore District, Tamil Nadu, affiliated with Thiruvalluvar University.",NULL,active,Official College Portal (mgacvlr.edu.in); Thiruvalluvar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-36958,Nandha Engineering College,Tamil Nadu,Erode,www.nandhaengg.org,2001,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Nandha Engineering College, Erode District, Tamil Nadu",NULL,NULL,"Nandha Engineering College is a technical education institution located in Erode District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.nandhaengg.org); Anna University Affiliated Colleges Directory; AICTE Portal
C-35878,"National College, Tiruchirappalli",Tamil Nadu,Tiruchirappalli,www.nct.ac.in,1919,Urban,Arts and Science College,A+,Recognized under UGC Act; Affiliated with Bharathidasan University,"Rank 90 (Colleges, NIRF 2024)","National College, Tiruchirappalli, Tiruchirappalli District, Tamil Nadu",principal@nct.ac.in,0431-2482995,"National College, Tiruchirappalli is an undergraduate and postgraduate higher education institution located in Tiruchirappalli District, Tamil Nadu, affiliated with Bharathidasan University.",https://www.nct.ac.in/,active,Official College Portal (www.nct.ac.in); Bharathidasan University Affiliated Colleges Directory; UGC List of Approved Colleges; Official National College Trichy Portal (nct.ac.in); MoE NIRF 2024; NAAC Accredited
C-27089,National Engineering College,Tamil Nadu,Thoothukkudi,www.nec.edu.in,1984,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"National Engineering College, Thoothukkudi District, Tamil Nadu",NULL,NULL,"National Engineering College is a technical education institution located in Thoothukkudi District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.nec.edu.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-35863,"Nehru Memorial College, Puthanampatti",Tamil Nadu,Tiruchirappalli,www.nmc.ac.in,1967,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathidasan University,NULL,"Nehru Memorial College, Puthanampatti, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"Nehru Memorial College, Puthanampatti is an undergraduate and postgraduate higher education institution located in Tiruchirappalli District, Tamil Nadu, affiliated with Bharathidasan University.",NULL,active,Official College Portal (www.nmc.ac.in); Bharathidasan University Affiliated Colleges Directory; UGC List of Approved Colleges
C-16470,New Prince Shri Bhavani College of Engineering and Technology,Tamil Nadu,Chengalpattu,www.newprinceshribhavani.com,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"New Prince Shri Bhavani College of Engineering and Technology, Chengalpattu District, Tamil Nadu",NULL,NULL,"New Prince Shri Bhavani College of Engineering and Technology is a technical education institution located in Chengalpattu District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.newprinceshribhavani.com); Anna University Affiliated Colleges Directory; AICTE Portal
C-26811,"N.P.R. College of Engineering and Technology, Natham Village, Dindigul",Tamil Nadu,Dindigul,www.nprcet.org,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"N.P.R. College of Engineering and Technology, Natham Village, Dindigul, Dindigul District, Tamil Nadu",NULL,NULL,"N.P.R. College of Engineering and Technology, Natham Village, Dindigul is a technical education institution located in Dindigul District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.nprcet.org); Anna University Affiliated Colleges Directory; AICTE Portal
C-14438,"N.V.K.S.D. College of Education, (Aided)",Tamil Nadu,Kanniyakumari,www.nvksd.edu.in,1963,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"N.V.K.S.D. College of Education, (Aided), Kanniyakumari District, Tamil Nadu",NULL,NULL,"N.V.K.S.D. College of Education, (Aided) is a teacher education institution located in Kanniyakumari District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.nvksd.edu.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-37000,Paavai Engineering College,Tamil Nadu,Namakkal,www.paavai.edu.in,2001,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Paavai Engineering College, Namakkal District, Tamil Nadu",NULL,NULL,"Paavai Engineering College is a technical education institution located in Namakkal District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.paavai.edu.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-9530,Padmavani Arts and Science College for Women(Autonomous),Tamil Nadu,Salem,www.padmavani.org,2005,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Periyar University,NULL,"Padmavani Arts and Science College for Women(Autonomous), Salem District, Tamil Nadu",NULL,NULL,"Padmavani Arts and Science College for Women(Autonomous) is an undergraduate and postgraduate higher education institution located in Salem District, Tamil Nadu, affiliated with Periyar University.",NULL,active,Official College Portal (www.padmavani.org); Periyar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-16620,Panimalar Engineering College,Tamil Nadu,Thiruvallur,www.panimalar.ac.in,2000,Urban,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Panimalar Engineering College, Thiruvallur District, Tamil Nadu",NULL,NULL,"Panimalar Engineering College is a technical education institution located in Thiruvallur District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.panimalar.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-25003,Parisutham Institute of Technology and Science,Tamil Nadu,Thanjavur,www.parisuthamtech.com,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Parisutham Institute of Technology and Science, Thanjavur District, Tamil Nadu",NULL,NULL,"Parisutham Institute of Technology and Science is a technical education institution located in Thanjavur District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.parisuthamtech.com); Anna University Affiliated Colleges Directory; AICTE Portal
C-41072,Park's College,Tamil Nadu,Tiruppur,www.parkscollege.ac.in,1993,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"Park's College, Tiruppur District, Tamil Nadu",NULL,NULL,"Park's College is an undergraduate and postgraduate higher education institution located in Tiruppur District, Tamil Nadu, affiliated with Bharathiar University.",NULL,active,Official College Portal (www.parkscollege.ac.in); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-41039,P K R Arts College for Women,Tamil Nadu,Erode,www.pkrarts.org,1994,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"P K R Arts College for Women, Erode District, Tamil Nadu",NULL,NULL,"P K R Arts College for Women is an undergraduate and postgraduate higher education institution located in Erode District, Tamil Nadu, affiliated with Bharathiar University.",NULL,active,Official College Portal (www.pkrarts.org); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-41195,"POPE'S College, Sawyerpuram",Tamil Nadu,Thoothukkudi,www.popescollege.net,1962,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Manonmaniam Sundaranar University,NULL,"POPE'S College, Sawyerpuram, Thoothukkudi District, Tamil Nadu",NULL,NULL,"POPE'S College, Sawyerpuram is an undergraduate and postgraduate higher education institution located in Thoothukkudi District, Tamil Nadu, affiliated with Manonmaniam Sundaranar University.",NULL,active,Official College Portal (www.popescollege.net); Manonmaniam Sundaranar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-16485,Prathyusha Engineering College,Tamil Nadu,Thiruvallur,www.prathyusha.edu.in,2001,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Prathyusha Engineering College, Thiruvallur District, Tamil Nadu",NULL,NULL,"Prathyusha Engineering College is a technical education institution located in Thiruvallur District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.prathyusha.edu.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-16609,Prince Shri Venkateshwara Padmavathy Engineering College,Tamil Nadu,Chengalpattu,www.psvpec.in,2001,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Prince Shri Venkateshwara Padmavathy Engineering College, Chengalpattu District, Tamil Nadu",NULL,NULL,"Prince Shri Venkateshwara Padmavathy Engineering College is a technical education institution located in Chengalpattu District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.psvpec.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-41087,Providence College for Women (Autonomous),Tamil Nadu,The Nilgiris,www.providencecnr.org,1966,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"Providence College for Women (Autonomous), The Nilgiris District, Tamil Nadu",NULL,NULL,"Providence College for Women (Autonomous) is an undergraduate and postgraduate higher education institution located in The Nilgiris District, Tamil Nadu, affiliated with Bharathiar University.",NULL,active,Official College Portal (www.providencecnr.org); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-26783,"P.S.N.A. College of Engineering and Technology, Dindigul",Tamil Nadu,Dindigul,www.psnacet.edu.in,1984,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"P.S.N.A. College of Engineering and Technology, Dindigul, Dindigul District, Tamil Nadu",NULL,NULL,"P.S.N.A. College of Engineering and Technology, Dindigul is a technical education institution located in Dindigul District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.psnacet.edu.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-27041,PSN College of Engineering and Technology,Tamil Nadu,Tirunelveli,www.psncet.ac.in,2001,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"PSN College of Engineering and Technology, Tirunelveli District, Tamil Nadu",NULL,NULL,"PSN College of Engineering and Technology is a technical education institution located in Tirunelveli District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.psncet.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-27082,P.S.R.Engineering College,Tamil Nadu,Virudhunagar,www.psr.edu.in,1999,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"P.S.R.Engineering College, Virudhunagar District, Tamil Nadu",NULL,NULL,"P.S.R.Engineering College is a technical education institution located in Virudhunagar District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.psr.edu.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-43934,QUAID E MILLETH GOVT COLLEGE FOR WOMEN,Tamil Nadu,Chennai,www.qmgcw.edu.in,1974,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"QUAID E MILLETH GOVT COLLEGE FOR WOMEN, Chennai District, Tamil Nadu",NULL,NULL,"QUAID E MILLETH GOVT COLLEGE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.qmgcw.edu.in); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-43927,Queen Mary`s College,Tamil Nadu,Chennai,www.queenmaryscollege.edu.in,1914,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"Queen Mary`s College, Chennai District, Tamil Nadu",NULL,NULL,"Queen Mary`s College is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.queenmaryscollege.edu.in); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-35846,"Rajah Serfoji Government College, Thanjavur - 613 005",Tamil Nadu,Thanjavur,www.rsgc.ac.in,1955,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathidasan University,NULL,"Rajah Serfoji Government College, Thanjavur - 613 005, Thanjavur District, Tamil Nadu",NULL,NULL,"Rajah Serfoji Government College, Thanjavur - 613 005 is an undergraduate and postgraduate higher education institution located in Thanjavur District, Tamil Nadu, affiliated with Bharathidasan University.",NULL,active,Official College Portal (www.rsgc.ac.in); Bharathidasan University Affiliated Colleges Directory; UGC List of Approved Colleges
C-16626,Rajalakshmi Engineering College,Tamil Nadu,Kancheepuram,www.rajalakshmi.org,1997,Rural,Engineering College,A++,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai","Rank-band 101-150 (Engineering, NIRF 2024)","Rajalakshmi Engineering College, Kancheepuram District, Tamil Nadu",admin@rajalakshmi.edu.in,044-67181111,"Rajalakshmi Engineering College is a technical education institution located in Kancheepuram District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",https://www.rajalakshmi.org/,active,Official Institution Website (www.rajalakshmi.org); Anna University Affiliated Colleges Directory; AICTE Portal; Official Rajalakshmi Engineering College Portal (rajalakshmi.org); MoE NIRF 2024; NAAC Accredited
C-16532,Rajalakshmi Institute of Technology,Tamil Nadu,Thiruvallur,www.ritchennai.org,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Rajalakshmi Institute of Technology, Thiruvallur District, Tamil Nadu",NULL,NULL,"Rajalakshmi Institute of Technology is a technical education institution located in Thiruvallur District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.ritchennai.org); Anna University Affiliated Colleges Directory; AICTE Portal
C-43923,RAMAKRISHNA MISSION VIVEKANANDA COLLEGE,Tamil Nadu,Chennai,https://rkmvc.ac.in/,1946,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"RAMAKRISHNA MISSION VIVEKANANDA COLLEGE, Chennai District, Tamil Nadu",NULL,NULL,"RAMAKRISHNA MISSION VIVEKANANDA COLLEGE is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (https://rkmvc.ac.in/); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
